date,link,kubikmeter,produkt,currency,price
2025-10-09 19:07:33,app.entsorgo.de,5,Gips (gemischt) Container,€,479.57
2025-10-09 19:07:33,app.entsorgo.de,7,Gips (gemischt) Container,€,671.61
2025-10-09 19:07:33,app.entsorgo.de,10,Gips (gemischt) Container,€,959.45
2025-10-09 19:07:33,app.entsorgo.de,3,Gips (rein) Container,€,422.86
2025-10-09 19:07:33,app.entsorgo.de,5,Gips (rein) Container,€,479.57
2025-10-09 19:07:33,app.entsorgo.de,7,Gips (rein) Container,€,671.61
2025-10-09 19:07:33,app.entsorgo.de,10,Gips (rein) Container,€,959.45
2025-10-09 19:07:33,app.entsorgo.de,3,Bodenaushub ohne Fremdanteil Container,€,390.88
2025-10-09 19:07:33,app.entsorgo.de,5,Bodenaushub ohne Fremdanteil Container,€,461.93
2025-10-09 19:07:33,app.entsorgo.de,7,Bodenaushub ohne Fremdanteil Container,€,646.71
2025-10-09 19:07:33,app.entsorgo.de,3,"Ytong, Bimssteine, Porenbeton Container",€,399.76
2025-10-09 19:07:33,app.entsorgo.de,5,"Ytong, Bimssteine, Porenbeton Container",€,550.73
2025-10-09 19:07:33,app.entsorgo.de,7,"Ytong, Bimssteine, Porenbeton Container",€,771.02
2025-10-09 19:07:33,app.entsorgo.de,3,Verpackungen gemischt Container,€,361.69
2025-10-09 19:07:33,app.entsorgo.de,5,Verpackungen gemischt Container,€,454.07
2025-10-09 19:07:33,app.entsorgo.de,7,Verpackungen gemischt Container,€,546.44
2025-10-09 19:07:33,app.entsorgo.de,10,Verpackungen gemischt Container,€,684.99
2025-10-09 19:07:33,app.entsorgo.de,12,Verpackungen gemischt Container,€,813.07
2025-10-09 19:07:33,app.entsorgo.de,13,Verpackungen gemischt Container,€,859.26
2025-10-09 19:07:33,app.entsorgo.de,3,Verpackungsmaterial (transparent) Container,€,361.69
2025-10-09 19:07:33,app.entsorgo.de,5,Verpackungsmaterial (transparent) Container,€,454.07
2025-10-09 19:07:33,app.entsorgo.de,7,Verpackungsmaterial (transparent) Container,€,546.44
2025-10-09 19:07:33,app.entsorgo.de,10,Verpackungsmaterial (transparent) Container,€,684.99
2025-10-09 19:07:33,app.entsorgo.de,12,Verpackungsmaterial (transparent) Container,€,813.07
2025-10-09 19:07:33,app.entsorgo.de,13,Verpackungsmaterial (transparent) Container,€,859.26
2025-10-09 19:07:33,app.entsorgo.de,3,Gartenabfall: Wurzeln & Stammholz Container,€,546.82
2025-10-09 19:07:33,app.entsorgo.de,5,Gartenabfall: Wurzeln & Stammholz Container,€,718.37
2025-10-09 19:07:33,app.entsorgo.de,7,Gartenabfall: Wurzeln & Stammholz Container,€,889.92
2025-10-09 19:07:33,app.entsorgo.de,3,Beton ohne Stahl (unbewehrt) Container,€,319.81
2025-10-09 19:07:33,app.entsorgo.de,5,Beton ohne Stahl (unbewehrt) Container,€,399.74
2025-10-09 19:07:33,app.entsorgo.de,7,Beton ohne Stahl (unbewehrt) Container,€,559.64
2025-10-09 19:07:33,app.entsorgo.de,13,Beton ohne Stahl (unbewehrt) Container,€,787.78
2025-10-09 19:07:33,app.entsorgo.de,3,Beton mit Stahl (bewehrt) Container,€,357.0
2025-10-09 19:07:33,app.entsorgo.de,5,Beton mit Stahl (bewehrt) Container,€,476.0
2025-10-09 19:07:33,app.entsorgo.de,7,Beton mit Stahl (bewehrt) Container,€,616.42
2025-10-09 19:07:33,app.entsorgo.de,3,Holz unbehandelt (A1) Container,€,275.4
2025-10-09 19:07:33,app.entsorgo.de,5,Holz unbehandelt (A1) Container,€,310.95
2025-10-09 19:07:33,app.entsorgo.de,7,Holz unbehandelt (A1) Container,€,390.82
2025-10-09 19:07:33,app.entsorgo.de,10,Holz unbehandelt (A1) Container,€,434.24
2025-10-09 19:07:33,app.entsorgo.de,15,Holz unbehandelt (A1) Container,€,538.79
2025-10-09 19:07:33,app.entsorgo.de,22,Holz unbehandelt (A1) Container,€,640.1
2025-10-09 19:07:33,app.entsorgo.de,40,Holz unbehandelt (A1) Container,€,900.64
2025-10-09 19:07:33,app.entsorgo.de,3,Bodenaushub (mit Grasnarbe) Container,€,559.3
2025-10-09 19:07:33,app.entsorgo.de,5,Bodenaushub (mit Grasnarbe) Container,€,868.7
2025-10-09 19:07:33,app.entsorgo.de,3,"Papier, Pappe, Kartonage Container",€,418.15
2025-10-09 19:07:33,app.entsorgo.de,5,"Papier, Pappe, Kartonage Container",€,503.93
2025-10-09 19:07:33,app.entsorgo.de,7,"Papier, Pappe, Kartonage Container",€,589.7
2025-10-09 19:07:33,app.entsorgo.de,10,"Papier, Pappe, Kartonage Container",€,718.37
2025-10-09 19:07:33,app.entsorgo.de,15,"Papier, Pappe, Kartonage Container",€,964.97
2025-10-09 19:07:33,app.entsorgo.de,3,Gartenabfall: Ast- und Strauchwerk Container,€,327.73
2025-10-09 19:07:33,app.entsorgo.de,5,Gartenabfall: Ast- und Strauchwerk Container,€,507.65
2025-10-09 19:07:33,app.entsorgo.de,7,Gartenabfall: Ast- und Strauchwerk Container,€,582.62
2025-10-09 19:07:33,app.entsorgo.de,10,Gartenabfall: Ast- und Strauchwerk Container,€,733.04
2025-10-09 19:07:33,app.entsorgo.de,3,Bauschutt (sortenrein) Container,€,319.81
2025-10-09 19:07:33,app.entsorgo.de,5,Bauschutt (sortenrein) Container,€,399.74
2025-10-09 19:07:33,app.entsorgo.de,7,Bauschutt (sortenrein) Container,€,559.64
2025-10-09 19:07:33,app.entsorgo.de,1,Miettoilette mit Handdesinfektion Container,€,184.09
2025-10-09 19:07:33,app.entsorgo.de,1,Miettoilette mit Handwaschbecken Container,€,238.24
2025-10-09 19:07:33,app.entsorgo.de,1,Miettoilette green Container,€,249.84
2025-10-09 19:07:33,app.entsorgo.de,0.09,Speisefett Container,€,23.67
2025-10-09 19:07:33,app.entsorgo.de,1,Speisefett Container,€,92.05
2025-10-09 19:07:33,app.entsorgo.de,0.07,Datenträgervernichtung Container,€,386.75
2025-10-09 19:07:33,app.entsorgo.de,0.24,Datenträgervernichtung Container,€,850.85
2025-10-09 19:07:33,app.entsorgo.de,0.07,Festplattenvernichtung Container,€,464.1
2025-10-09 19:07:33,app.entsorgo.de,0.1,Aktenvernichtung Container,€,131.5
2025-10-09 19:07:33,app.entsorgo.de,0.12,Aktenvernichtung Container,€,131.5
2025-10-09 19:07:33,app.entsorgo.de,0.24,Aktenvernichtung Container,€,116.03
2025-10-09 19:07:33,app.entsorgo.de,0.35,Aktenvernichtung Container,€,162.44
2025-10-09 19:07:33,app.entsorgo.de,0.5,Aktenvernichtung Container,€,205.28
2025-10-09 19:07:33,app.entsorgo.de,1.1,Aktenvernichtung Container,€,624.75
